58431	0.1
50350	0.1
95761	0.1
15913	0.1
21893	0.1
64464	0.1
10663	0.1
99660	0.1
75340	0.1
51331	0.1
15506	0.1
51711	0.1
67346	0.1
82473	0.1
67208	0.1
57793	0.1
14131	0.1
91782	0.1
54896	0.1
59365	0.1
97578	0.1
73863	0.1
65102	0.1
86330	0.1
48494	0.1
90050	0.1
26410	0.1
35577	0.1
23324	0.1
63477	0.1
27649	0.1
87561	0.1
92631	0.1
24563	0.1
74815	0.1
66868	0.1
41151	0.1
47443	0.1
33988	0.1
76101	0.1
64344	0.1
38361	0.1
17246	0.1
97361	0.1
16971	0.1
88069	0.1
88854	0.1
56795	0.1
20290	0.1
32958	0.1
11502	0.1
26983	0.1
61968	0.1
41864	0.1
37204	0.1
98683	0.1
34430	0.1
72520	0.1
15574	0.1
57573	0.1
84666	0.1
53766	0.1
47728	0.1
17864	0.1
64648	0.1
24460	0.1
92892	0.1
88101	0.1
93458	0.1
40321	0.1
99379	0.1
83257	0.1
74396	0.1
79059	0.1
37807	0.1
58193	0.1
38456	0.1
19710	0.1
98993	0.1
34466	0.1
81266	0.1
40885	0.1
76717	0.1
99659	0.1
39216	0.1
50725	0.1
12985	0.1
67838	0.1
66751	0.1
52122	0.1
66407	0.1
72200	0.1
22097	0.1
47828	0.1
56494	0.1
50734	0.1
99113	0.1
36447	0.1
12540	0.1
50982	0.1
59211	0.01
36953	0.01
57163	0.01
31179	0.01
69484	0.01
39375	0.01
52909	0.01
23315	0.01
48348	0.01
81323	0.01
24334	0.01
68473	0.01
76301	0.01
50310	0.01
53916	0.01
87511	0.01
44932	0.01
35218	0.01
13546	0.01
15857	0.01
17195	0.01
71758	0.01
89884	0.01
42102	0.01
52311	0.01
55544	0.01
37577	0.01
46101	0.01
95562	0.01
89610	0.01
59640	0.01
92963	0.01
70505	0.01
19560	0.01
14399	0.01
79538	0.01
17811	0.01
12287	0.01
82710	0.01
88775	0.01
55863	0.01
77384	0.01
19746	0.01
13483	0.01
93875	0.01
57843	0.01
77132	0.01
97200	0.01
56855	0.01
65829	0.01
55704	0.01
67148	0.01
78732	0.01
41251	0.01
94341	0.01
35620	0.01
74874	0.01
73095	0.01
90750	0.01
80763	0.01
70918	0.01
17784	0.01
71511	0.01
33360	0.01
20561	0.01
69774	0.01
48864	0.01
34816	0.01
11960	0.01
22366	0.01
88787	0.01
14782	0.01
59134	0.01
89993	0.01
74421	0.01
41377	0.01
41329	0.01
43425	0.01
69229	0.01
64693	0.01
80800	0.01
86488	0.01
30275	0.01
92320	0.01
17181	0.01
21034	0.01
21490	0.01
79879	0.01
77670	0.01
27865	0.01
19395	0.01
46154	0.01
60110	0.01
71573	0.01
59399	0.01
82743	0.01
64866	0.01
53556	0.01
55121	0.01
39934	0.01
44878	0.001
36998	0.001
16987	0.001
66225	0.001
13274	0.001
18405	0.001
78528	0.001
54980	0.001
18429	0.001
65945	0.001
38551	0.001
78957	0.001
48263	0.001
16609	0.001
42378	0.001
17137	0.001
69135	0.001
33134	0.001
92520	0.001
87523	0.001
41643	0.001
35240	0.001
79914	0.001
28399	0.001
43475	0.001
42390	0.001
50045	0.001
90184	0.001
11166	0.001
14989	0.001
28218	0.001
89652	0.001
30765	0.001
48288	0.001
38305	0.001
12020	0.001
25432	0.001
82306	0.001
23874	0.001
16399	0.001
22180	0.001
16417	0.001
94386	0.001
11862	0.001
73563	0.001
45581	0.001
81357	0.001
59029	0.001
41252	0.001
39458	0.001
98613	0.001
99107	0.001
72149	0.001
70828	0.001
83697	0.001
35108	0.001
15260	0.001
37681	0.001
48729	0.001
37098	0.001
72649	0.001
81315	0.001
57346	0.001
48610	0.001
57353	0.001
12272	0.001
90055	0.001
22794	0.001
17061	0.001
98633	0.001
61222	0.001
52549	0.001
28028	0.001
16799	0.001
81884	0.001
39044	0.001
79896	0.001
25604	0.001
92346	0.001
52519	0.001
35907	0.001
97024	0.001
62241	0.001
27109	0.001
77806	0.001
29463	0.001
17156	0.001
96866	0.001
36353	0.001
23626	0.001
88094	0.001
65043	0.001
36532	0.001
41784	0.001
66230	0.001
26094	0.001
20510	0.001
62551	0.001
45650	0.001
22159	0.001
